ID_Cliente,grupo_edad,region,nivel_ingresos,horas_conectado,clics_en_productos,uso_cupones,compra_realizada,total_compra
CL07762,18-25,Ucayali,alto,1.91,8,4,0,0.0
CL07763,18-25,Lima,medio,2.72,5,4,1,1020.77
CL07764,36-45,Tumbes,medio,2.27,3,2,0,0.0
CL07765,26-35,Cajamarca,medio,0.6,7,2,0,0.0
CL07766,36-45,Áncash,bajo,0.67,2,4,0,0.0
CL07767,46-60,Lima,medio,1.07,10,4,1,403.8
CL07768,46-60,Ucayali,medio,2.42,4,1,1,1253.08
CL07769,46-60,Lambayeque,medio,1.66,3,0,0,0.0
CL07770,60+,Callao,medio,4.06,2,1,0,0.0
CL07771,26-35,Lima,alto,1.16,6,0,1,1386.66
CL07772,26-35,Lima,medio,3.73,4,1,1,868.77
CL07773,60+,Ica,alto,1.3,6,2,1,369.6
CL07774,18-25,Loreto,bajo,5.02,7,0,0,0.0
CL07775,46-60,Ucayali,medio,3.16,5,1,1,370.51
CL07776,46-60,San Martín,bajo,0.28,6,0,0,0.0
CL07777,18-25,Huánuco,bajo,3.72,4,0,0,0.0
CL07778,36-45,Ica,bajo,2.04,6,4,0,0.0
CL07779,36-45,Junín,medio,3.43,3,1,1,521.49
CL07780,26-35,La Libertad,bajo,2.49,6,4,1,346.9
CL07781,60+,Arequipa,medio,2.14,6,2,0,0.0
CL07782,26-35,Moquegua,medio,2.25,6,1,1,485.45
CL07783,36-45,Junín,medio,1.33,6,4,1,466.51
CL07784,18-25,San Martín,bajo,2.06,4,1,0,0.0
CL07785,26-35,Tacna,bajo,1.21,5,0,0,0.0
CL07786,46-60,Amazonas,medio,2.03,6,3,1,957.28
CL07787,46-60,Ucayali,medio,2.7,6,0,1,902.32
CL07788,18-25,Loreto,bajo,3.56,6,0,0,0.0
CL07789,36-45,Lima,alto,3.99,7,2,1,213.28
CL07790,46-60,La Libertad,bajo,2.49,3,2,0,0.0
CL07791,46-60,Lima,medio,1.37,4,2,1,344.0
CL07792,60+,Ica,bajo,2.45,5,4,1,783.97
CL07793,26-35,Lima,alto,2.34,10,0,1,1193.86
CL07794,36-45,Apurímac,medio,3.82,6,3,1,504.6
CL07795,26-35,Lima,alto,3.38,1,4,0,0.0
CL07796,36-45,Huancavelica,medio,2.73,3,1,0,0.0
CL07797,46-60,Amazonas,bajo,4.02,6,1,0,0.0
CL07798,60+,Lima,medio,1.99,3,3,1,1136.2
CL07799,26-35,Lima,medio,3.13,4,2,0,0.0
CL07800,46-60,Lambayeque,bajo,2.0,5,3,0,0.0
CL07801,36-45,Apurímac,bajo,2.03,8,4,1,549.24
CL07802,26-35,San Martín,medio,0.43,5,3,0,0.0
CL07803,26-35,Lima,bajo,2.6,8,4,0,0.0
CL07804,46-60,Arequipa,medio,2.63,1,2,0,0.0
CL07805,26-35,Lima,medio,2.36,8,1,0,0.0
CL07806,60+,Lima,medio,2.95,6,1,1,776.81
CL07807,60+,Áncash,bajo,3.5,3,2,0,0.0
CL07808,46-60,Lima,medio,2.48,5,2,0,0.0
CL07809,36-45,Pasco,bajo,3.1,3,1,0,0.0
CL07810,46-60,Madre de Dios,bajo,2.87,7,3,1,775.83
CL07811,60+,Callao,medio,3.58,5,1,1,711.77
CL07812,18-25,Puno,alto,3.03,2,3,1,464.15
CL07813,18-25,Ica,bajo,4.32,2,0,1,248.68
CL07814,26-35,Tumbes,bajo,2.76,1,2,1,841.11
CL07815,26-35,Apurímac,medio,1.56,5,0,0,0.0
CL07816,18-25,Lima,medio,3.76,6,4,0,0.0
CL07817,60+,Lima,medio,3.14,7,4,0,0.0
CL07818,26-35,Cusco,alto,2.98,1,4,1,1619.83
CL07819,46-60,Moquegua,alto,0.96,5,3,1,232.09
CL07820,46-60,Lima,medio,3.99,3,4,0,0.0
CL07821,60+,Amazonas,medio,3.5,6,1,0,0.0
CL07822,26-35,Lima,alto,2.81,4,3,1,1205.04
CL07823,46-60,Lima,bajo,0.0,2,2,0,0.0
CL07824,26-35,Callao,medio,2.16,6,4,0,0.0
CL07825,26-35,Ucayali,medio,4.41,4,3,0,0.0
CL07826,46-60,San Martín,bajo,2.98,5,4,1,466.95
CL07827,18-25,Huánuco,alto,1.29,6,4,0,0.0
CL07828,46-60,Lima,medio,1.94,1,3,1,258.12
CL07829,60+,Ica,medio,2.1,3,3,0,0.0
CL07830,36-45,Moquegua,alto,3.63,7,3,1,1090.01
CL07831,46-60,Tacna,medio,0.99,5,1,0,0.0
CL07832,26-35,Junín,alto,3.56,6,2,1,1892.49
CL07833,26-35,Pasco,bajo,3.29,6,0,0,0.0
CL07834,46-60,Lima,bajo,4.74,5,2,1,526.47
CL07835,36-45,La Libertad,bajo,3.03,5,1,1,650.71
CL07836,46-60,Tumbes,medio,1.26,8,1,1,1201.19
CL07837,36-45,Lima,bajo,2.45,7,1,1,292.85
CL07838,36-45,Lima,bajo,1.51,4,2,1,492.71
CL07839,60+,Lima,alto,2.89,5,1,1,633.69
CL07840,26-35,Huancavelica,alto,4.24,7,1,0,0.0
CL07841,26-35,Ica,medio,1.64,4,1,1,1291.03
CL07842,36-45,Tacna,alto,3.43,1,3,1,239.12
CL07843,26-35,Lima,alto,1.88,9,2,1,1729.82
CL07844,18-25,Piura,medio,0.95,2,2,1,606.41
CL07845,36-45,Huancavelica,medio,4.1,3,4,1,1276.14
CL07846,26-35,Lima,alto,2.73,9,0,1,1041.52
CL07847,18-25,Ucayali,medio,2.99,8,1,0,0.0
CL07848,60+,Ica,bajo,3.36,7,0,0,0.0
CL07849,26-35,Cajamarca,medio,0.8,4,4,1,873.69
CL07850,18-25,Lima,medio,2.23,8,1,1,795.79
CL07851,46-60,La Libertad,alto,0.86,6,0,1,392.42
CL07852,46-60,Cajamarca,medio,1.98,8,4,1,1240.64
CL07853,18-25,San Martín,alto,3.65,7,3,1,1327.59
CL07854,36-45,Ucayali,medio,2.95,4,3,1,463.8
CL07855,36-45,Lima,medio,1.88,2,4,1,517.91
CL07856,26-35,Moquegua,medio,2.52,6,3,1,167.51
CL07857,46-60,Puno,bajo,2.35,9,2,0,0.0
CL07858,36-45,Loreto,medio,2.81,7,1,1,385.9
CL07859,36-45,Áncash,alto,1.87,6,4,1,967.12
CL07860,46-60,Cajamarca,medio,2.38,10,2,1,434.38
CL07861,60+,Apurímac,alto,2.65,5,0,0,0.0
CL07862,36-45,Amazonas,bajo,2.93,6,1,0,0.0
CL07863,18-25,Huánuco,medio,2.72,6,1,0,0.0
CL07864,26-35,La Libertad,bajo,0.86,1,0,0,0.0
CL07865,36-45,Cusco,medio,1.24,4,1,1,364.94
CL07866,36-45,Apurímac,medio,3.12,4,4,0,0.0
CL07867,60+,Lima,medio,2.25,7,2,1,851.45
CL07868,18-25,Huancavelica,bajo,2.06,5,0,0,0.0
CL07869,26-35,Pasco,medio,2.25,5,1,0,0.0
CL07870,36-45,Amazonas,medio,2.25,2,0,1,792.77
CL07871,26-35,Piura,medio,0.73,6,1,1,1172.25
CL07872,46-60,Tumbes,medio,4.23,6,2,0,0.0
CL07873,36-45,Loreto,medio,2.39,8,2,0,0.0
CL07874,36-45,Madre de Dios,alto,2.51,5,4,1,1134.62
CL07875,46-60,Tacna,alto,2.58,5,4,1,1194.24
CL07876,60+,Callao,medio,3.46,4,4,0,0.0
CL07877,36-45,Ucayali,medio,3.18,6,4,1,427.01
CL07878,26-35,Moquegua,medio,2.43,8,3,1,1182.79
CL07879,18-25,Madre de Dios,bajo,1.63,3,4,1,974.31
CL07880,26-35,Junín,medio,3.74,2,4,1,698.1
CL07881,60+,Lima,bajo,2.56,3,4,1,166.17
CL07882,18-25,Lima,bajo,3.09,5,2,1,345.03
CL07883,26-35,Lima,medio,1.42,5,4,0,0.0
CL07884,26-35,Loreto,medio,3.15,5,3,0,0.0
CL07885,46-60,Apurímac,bajo,1.07,7,2,1,109.68
CL07886,60+,Junín,alto,2.1,4,3,0,0.0
CL07887,46-60,Lambayeque,alto,2.63,4,0,0,0.0
CL07888,18-25,Huancavelica,alto,4.24,7,4,0,0.0
CL07889,46-60,Cajamarca,medio,3.16,2,1,0,0.0
CL07890,60+,Ayacucho,bajo,3.94,3,0,1,269.58
CL07891,36-45,Junín,bajo,2.96,5,1,0,0.0
CL07892,36-45,Lima,bajo,1.39,7,0,0,0.0
CL07893,18-25,Apurímac,bajo,1.4,6,0,1,111.83
CL07894,36-45,Tumbes,alto,3.26,4,4,1,1361.6
CL07895,46-60,Moquegua,alto,1.5,3,2,0,0.0
CL07896,18-25,Madre de Dios,alto,0.96,7,1,1,1691.66
CL07897,60+,Cajamarca,medio,1.52,2,3,0,0.0
CL07898,18-25,Lima,medio,2.77,3,2,0,0.0
CL07899,18-25,Lima,medio,1.71,1,3,1,1145.58
CL07900,26-35,Ucayali,alto,3.76,6,0,0,0.0
CL07901,26-35,Madre de Dios,medio,2.93,4,4,0,0.0
CL07902,18-25,Lima,bajo,2.69,10,2,0,0.0
CL07903,36-45,Puno,bajo,2.89,5,2,0,0.0
CL07904,26-35,Ayacucho,medio,3.1,8,0,1,434.93
CL07905,60+,Amazonas,medio,3.12,7,3,1,774.94
CL07906,46-60,Loreto,alto,1.68,2,3,0,0.0
CL07907,26-35,Arequipa,medio,3.76,5,4,0,0.0
CL07908,18-25,Arequipa,medio,3.13,3,3,1,951.12
CL07909,36-45,Madre de Dios,bajo,2.11,5,3,0,0.0
CL07910,46-60,Huancavelica,medio,3.27,5,2,0,0.0
CL07911,26-35,Lima,medio,1.17,3,2,1,981.88
CL07912,36-45,Tacna,medio,3.36,7,1,1,172.24
CL07913,36-45,Ica,medio,2.79,2,0,1,395.51
CL07914,36-45,Callao,alto,0.36,4,0,0,0.0
CL07915,18-25,Arequipa,medio,4.5,7,3,1,573.97
CL07916,60+,Ayacucho,medio,1.19,8,4,1,445.44
CL07917,36-45,Áncash,alto,3.07,5,4,1,1603.8
CL07918,46-60,Apurímac,alto,3.91,4,0,1,473.2
CL07919,26-35,Lambayeque,bajo,0.0,3,1,0,0.0
CL07920,46-60,Ica,alto,2.73,8,2,1,1854.81
CL07921,18-25,Loreto,bajo,3.39,5,1,0,0.0
CL07922,18-25,Puno,medio,3.62,5,1,1,1135.54
CL07923,46-60,Pasco,bajo,3.72,12,3,1,565.82
CL07924,60+,Lima,medio,3.43,7,2,0,0.0
CL07925,18-25,Arequipa,medio,2.16,2,4,0,0.0
CL07926,18-25,Loreto,medio,2.96,8,2,0,0.0
CL07927,46-60,Junín,medio,4.51,6,4,1,1092.3
CL07928,18-25,Apurímac,medio,3.76,5,0,0,0.0
CL07929,60+,Piura,bajo,1.83,9,0,1,445.17
CL07930,60+,Ica,alto,3.57,5,4,1,498.92
CL07931,60+,Callao,medio,3.86,6,1,0,0.0
CL07932,26-35,Puno,medio,1.62,8,2,0,0.0
CL07933,60+,San Martín,alto,2.48,3,3,0,0.0
CL07934,60+,Ica,bajo,2.21,6,2,1,382.63
CL07935,26-35,Junín,medio,3.42,4,2,0,0.0
CL07936,36-45,Lima,medio,2.09,4,3,1,137.36
CL07937,18-25,Madre de Dios,bajo,1.87,6,1,0,0.0
CL07938,60+,Apurímac,medio,3.59,6,3,0,0.0
CL07939,18-25,Lima,alto,1.29,6,2,1,1957.36
CL07940,46-60,Tumbes,bajo,2.69,5,3,1,796.66
CL07941,18-25,Huancavelica,medio,1.77,4,1,0,0.0
CL07942,26-35,Tacna,medio,3.59,9,0,1,131.64
CL07943,18-25,Tumbes,medio,1.89,6,0,0,0.0
CL07944,18-25,Huancavelica,medio,2.54,4,0,0,0.0
CL07945,18-25,Moquegua,alto,0.11,4,2,1,1688.33
CL07946,36-45,Cusco,medio,2.5,7,3,0,0.0
CL07947,36-45,Madre de Dios,medio,2.32,6,0,0,0.0
CL07948,46-60,Pasco,medio,2.57,6,2,1,340.27
CL07949,26-35,Cusco,medio,3.8,5,4,0,0.0
CL07950,18-25,Loreto,alto,3.1,2,0,0,0.0
CL07951,18-25,Pasco,alto,2.9,2,0,0,0.0
CL07952,18-25,Junín,bajo,1.76,7,4,0,0.0
CL07953,18-25,Cajamarca,medio,4.64,8,4,0,0.0
CL07954,36-45,Apurímac,medio,0.66,3,4,1,1215.99
CL07955,46-60,Lima,medio,1.3,6,0,1,363.86
CL07956,60+,Ucayali,alto,1.74,5,2,1,582.9
CL07957,26-35,Piura,medio,2.69,8,3,1,1224.93
CL07958,18-25,Lambayeque,medio,2.54,5,4,1,704.71
CL07959,46-60,Lima,bajo,1.75,3,4,1,186.62
CL07960,60+,Huancavelica,medio,2.68,3,3,1,783.72
CL07961,46-60,Cajamarca,medio,3.66,3,2,1,841.93
CL07962,36-45,Lima,medio,2.56,5,2,0,0.0
CL07963,60+,Lima,medio,1.24,3,4,0,0.0
CL07964,46-60,Lima,bajo,2.4,8,4,1,707.35
CL07965,36-45,Tumbes,medio,1.68,4,1,0,0.0
CL07966,46-60,Lima,medio,1.1,6,4,1,639.94
CL07967,46-60,Lima,medio,2.54,3,3,0,0.0
CL07968,60+,Ayacucho,medio,1.6,5,2,0,0.0
CL07969,36-45,Ucayali,medio,2.17,4,1,1,1020.79
CL07970,18-25,Moquegua,bajo,2.92,7,1,1,743.41
CL07971,26-35,San Martín,bajo,2.82,4,0,0,0.0
CL07972,60+,Lambayeque,bajo,3.7,1,1,0,0.0
CL07973,36-45,Lima,medio,0.78,2,0,0,0.0
CL07974,46-60,Lima,bajo,2.3,7,0,0,0.0
CL07975,36-45,Callao,medio,3.51,6,1,1,138.89
CL07976,26-35,Loreto,medio,0.82,4,1,1,593.55
CL07977,26-35,San Martín,alto,2.33,4,1,0,0.0
CL07978,18-25,Cajamarca,alto,2.7,2,0,0,0.0
CL07979,18-25,Apurímac,alto,1.4,6,3,1,868.91
CL07980,26-35,Madre de Dios,medio,1.82,3,1,1,1245.9
CL07981,60+,Huancavelica,medio,1.31,5,4,1,168.41
CL07982,60+,Lima,medio,2.78,5,2,1,443.54
CL07983,46-60,Loreto,alto,0.0,6,0,1,373.52
CL07984,18-25,Ica,alto,1.73,5,2,0,0.0
CL07985,46-60,Piura,medio,1.78,3,4,1,149.45
CL07986,18-25,Lima,medio,3.41,2,1,0,0.0
CL07987,26-35,Puno,medio,0.94,4,2,0,0.0
CL07988,60+,Moquegua,medio,3.8,5,0,1,825.85
CL07989,60+,Puno,medio,3.25,6,3,1,969.29
CL07990,26-35,Amazonas,alto,3.55,7,2,1,850.37
CL07991,46-60,Cusco,medio,2.07,8,1,1,1125.96
CL07992,46-60,Apurímac,medio,2.08,2,0,0,0.0
CL07993,36-45,Lima,alto,1.71,0,2,1,287.16
CL07994,18-25,San Martín,bajo,3.08,3,3,0,0.0
CL07995,46-60,Lima,bajo,2.15,6,1,0,0.0
CL07996,26-35,Puno,medio,1.69,4,1,1,691.77
CL07997,46-60,Ica,bajo,2.15,4,0,0,0.0
CL07998,60+,Ica,medio,2.87,4,4,0,0.0
CL07999,18-25,San Martín,bajo,1.24,5,1,0,0.0
CL08000,36-45,Lambayeque,bajo,1.55,2,3,0,0.0
CL08001,18-25,Pasco,medio,3.85,4,0,0,0.0
CL08002,60+,Cusco,medio,1.59,4,3,1,1118.66
CL08003,60+,Tumbes,medio,3.95,2,1,0,0.0
CL08004,60+,Lima,bajo,1.97,6,4,0,0.0
CL08005,60+,Moquegua,medio,1.14,3,3,1,1090.87
CL08006,26-35,Apurímac,medio,3.87,8,3,0,0.0
CL08007,36-45,Lima,medio,4.25,5,2,1,740.93
CL08008,60+,San Martín,bajo,1.92,7,1,0,0.0
CL08009,60+,San Martín,medio,3.59,9,2,1,1278.0
CL08010,46-60,Áncash,medio,2.6,4,0,0,0.0
CL08011,36-45,Huánuco,medio,2.66,5,2,1,159.83
CL08012,18-25,Lima,alto,2.81,2,2,1,1693.88
CL08013,36-45,Cajamarca,alto,2.52,7,3,1,1795.6
CL08014,36-45,Madre de Dios,medio,2.6,3,2,0,0.0
CL08015,36-45,Cajamarca,bajo,2.51,2,1,0,0.0
CL08016,60+,Junín,medio,1.92,2,4,0,0.0
CL08017,60+,Lima,bajo,1.79,2,4,0,0.0
CL08018,26-35,Lima,medio,1.35,3,3,0,0.0
CL08019,18-25,Madre de Dios,medio,0.61,5,1,1,715.88
CL08020,46-60,Tumbes,alto,2.41,6,2,0,0.0
CL08021,36-45,Arequipa,alto,1.66,5,3,1,1483.03
CL08022,18-25,Loreto,medio,0.86,0,3,1,834.64
CL08023,18-25,Cusco,medio,1.68,4,3,0,0.0
CL08024,26-35,Lambayeque,medio,1.97,6,3,0,0.0
CL08025,46-60,Áncash,bajo,1.95,3,0,0,0.0
CL08026,36-45,Ayacucho,alto,3.89,2,3,0,0.0
CL08027,46-60,Ica,medio,1.9,6,0,0,0.0
CL08028,26-35,Ica,bajo,3.95,6,4,0,0.0
CL08029,60+,San Martín,medio,1.75,9,1,1,362.38
CL08030,18-25,Madre de Dios,bajo,2.98,6,2,1,593.19
CL08031,36-45,Ucayali,bajo,1.5,3,0,0,0.0
CL08032,60+,Lima,medio,4.22,5,4,0,0.0
CL08033,26-35,Cusco,medio,3.73,5,0,0,0.0
CL08034,46-60,Ica,medio,3.25,4,1,1,552.27
CL08035,18-25,Ica,medio,4.48,5,0,0,0.0
CL08036,36-45,Ica,bajo,3.37,2,0,0,0.0
CL08037,60+,Lima,medio,2.94,3,2,0,0.0
CL08038,60+,Lima,medio,1.14,5,2,0,0.0
CL08039,18-25,La Libertad,alto,0.14,4,0,1,1566.36
CL08040,46-60,Ayacucho,bajo,1.21,1,2,0,0.0
CL08041,26-35,Amazonas,bajo,0.81,2,3,0,0.0
CL08042,46-60,Cusco,alto,1.7,13,0,1,1728.41
CL08043,46-60,Arequipa,alto,3.59,6,3,0,0.0
CL08044,46-60,Pasco,alto,1.43,2,2,0,0.0
CL08045,18-25,Arequipa,bajo,2.04,4,0,0,0.0
CL08046,18-25,Madre de Dios,medio,2.56,13,1,0,0.0
CL08047,26-35,La Libertad,medio,2.59,7,0,1,804.54
CL08048,46-60,Apurímac,alto,1.91,3,4,1,1016.39
CL08049,18-25,Piura,bajo,3.69,6,2,0,0.0
CL08050,26-35,Lima,bajo,2.52,2,3,0,0.0
CL08051,26-35,Cusco,medio,2.67,5,4,1,947.63
CL08052,46-60,San Martín,bajo,4.98,4,4,1,387.39
CL08053,36-45,Áncash,medio,4.24,6,2,1,729.98
CL08054,46-60,Callao,alto,2.52,3,1,0,0.0
CL08055,36-45,Moquegua,medio,3.05,2,1,0,0.0
CL08056,26-35,Loreto,medio,1.58,4,3,1,258.88
CL08057,18-25,Huánuco,alto,0.41,5,1,1,1493.17
CL08058,60+,Áncash,bajo,3.18,6,1,0,0.0
CL08059,26-35,Puno,bajo,1.44,4,1,0,0.0
CL08060,18-25,Ica,medio,3.06,4,2,1,334.83
CL08061,26-35,Callao,bajo,4.65,2,4,0,0.0
CL08062,46-60,Lima,bajo,0.62,6,0,0,0.0
CL08063,36-45,Tacna,medio,0.22,6,0,1,877.8
CL08064,26-35,Áncash,alto,1.58,5,1,0,0.0
CL08065,18-25,Moquegua,alto,3.31,6,1,1,1739.51
CL08066,46-60,Lima,medio,3.75,4,4,0,0.0
CL08067,60+,Lambayeque,bajo,3.31,5,3,1,204.99
CL08068,46-60,Madre de Dios,bajo,2.79,6,1,1,877.58
CL08069,36-45,Tumbes,medio,2.52,6,0,1,1000.44
CL08070,46-60,Cusco,bajo,2.62,2,1,0,0.0
CL08071,60+,Ayacucho,bajo,3.68,6,0,0,0.0
CL08072,18-25,Tacna,medio,1.86,5,1,1,615.74
CL08073,26-35,Lima,medio,2.54,8,2,0,0.0
CL08074,36-45,Lima,bajo,1.35,3,1,0,0.0
CL08075,60+,Lima,medio,2.86,6,1,0,0.0
CL08076,36-45,Madre de Dios,medio,2.52,4,0,0,0.0
CL08077,46-60,Moquegua,medio,5.09,2,4,1,792.81
CL08078,36-45,Tacna,bajo,1.02,5,2,0,0.0
CL08079,60+,Lambayeque,alto,3.44,5,2,1,838.25
CL08080,26-35,Huánuco,medio,1.99,6,4,1,856.93
CL08081,26-35,Lima,bajo,3.32,5,2,1,399.93
CL08082,36-45,Lambayeque,medio,3.25,2,3,0,0.0
CL08083,18-25,Lima,medio,2.21,2,3,1,544.4
CL08084,36-45,Lambayeque,medio,1.47,4,1,0,0.0
CL08085,46-60,Ayacucho,medio,1.44,1,3,0,0.0
CL08086,26-35,Lima,medio,2.61,6,4,1,1124.13
CL08087,26-35,Loreto,medio,1.78,2,4,0,0.0
CL08088,26-35,Pasco,medio,2.27,4,1,0,0.0
CL08089,18-25,Lima,bajo,1.26,5,0,1,154.8
CL08090,18-25,Cajamarca,bajo,3.01,1,0,0,0.0
CL08091,60+,Lambayeque,medio,1.61,7,0,0,0.0
CL08092,36-45,Pasco,medio,2.08,2,2,0,0.0
CL08093,36-45,Lambayeque,bajo,3.82,3,0,0,0.0
CL08094,46-60,Loreto,medio,2.65,5,3,0,0.0
CL08095,26-35,Lima,bajo,3.26,8,1,1,481.3
CL08096,18-25,Cusco,medio,1.54,2,4,0,0.0
CL08097,46-60,Pasco,medio,2.78,4,4,0,0.0
CL08098,46-60,Apurímac,bajo,2.93,6,1,1,764.12
CL08099,18-25,Lima,medio,1.53,4,4,0,0.0
CL08100,36-45,Callao,alto,2.56,6,2,0,0.0
CL08101,26-35,Apurímac,bajo,2.08,5,1,0,0.0
CL08102,36-45,Lima,alto,2.77,7,4,1,421.67
CL08103,46-60,Lima,medio,1.18,8,4,1,905.65
CL08104,26-35,Loreto,medio,1.45,5,0,1,1023.18
CL08105,60+,Madre de Dios,bajo,1.11,6,0,0,0.0
CL08106,46-60,Madre de Dios,medio,1.35,5,2,1,937.35
CL08107,36-45,Lambayeque,medio,1.87,3,1,1,851.63
CL08108,36-45,Lima,medio,3.01,2,1,0,0.0
CL08109,36-45,Lima,alto,2.59,0,2,1,1646.09
CL08110,18-25,Lambayeque,medio,2.59,7,1,1,910.06
CL08111,46-60,Lima,bajo,1.52,4,2,0,0.0
CL08112,26-35,Tumbes,bajo,2.48,5,3,0,0.0
CL08113,36-45,Callao,bajo,3.76,2,3,0,0.0
CL08114,36-45,San Martín,alto,2.8,5,4,1,1980.55
CL08115,18-25,Áncash,bajo,3.31,2,0,0,0.0
CL08116,26-35,Huánuco,medio,1.99,2,1,1,265.38
CL08117,46-60,Huánuco,medio,2.02,3,3,1,998.92
CL08118,60+,Lima,alto,3.02,5,4,1,427.58
CL08119,18-25,Ayacucho,medio,1.56,6,2,0,0.0
CL08120,46-60,San Martín,alto,2.38,7,1,1,1773.31
CL08121,60+,Piura,medio,2.69,7,4,1,1125.02
CL08122,36-45,Lima,alto,2.11,6,4,1,277.45
CL08123,36-45,Lima,bajo,1.66,2,2,0,0.0
CL08124,26-35,Tacna,bajo,1.85,6,0,0,0.0
CL08125,60+,Piura,bajo,1.12,6,3,0,0.0
CL08126,36-45,Lima,medio,2.78,5,2,1,451.79
CL08127,36-45,Loreto,medio,3.33,6,4,0,0.0
CL08128,26-35,Lima,bajo,2.0,3,0,1,122.07
CL08129,46-60,Lima,bajo,5.24,10,4,1,621.09
CL08130,36-45,Ica,medio,1.74,4,1,1,1077.54
CL08131,18-25,Lima,bajo,1.76,11,1,0,0.0
CL08132,18-25,Apurímac,medio,3.27,5,0,1,574.86
CL08133,46-60,Junín,bajo,3.12,2,4,0,0.0
CL08134,60+,Loreto,medio,3.17,7,3,1,895.78
CL08135,26-35,Tumbes,medio,3.57,5,1,1,830.26
CL08136,18-25,Tumbes,medio,1.57,3,3,0,0.0
CL08137,18-25,Lima,bajo,2.87,6,3,0,0.0
CL08138,46-60,Lima,bajo,1.1,4,3,1,283.17
CL08139,60+,Cajamarca,alto,3.57,10,0,1,587.04
CL08140,60+,Loreto,medio,3.5,6,4,1,1053.86
CL08141,46-60,Apurímac,medio,3.54,3,0,1,484.5
CL08142,18-25,Huánuco,medio,2.45,5,2,1,945.45
CL08143,26-35,Lima,bajo,3.53,4,1,0,0.0
CL08144,18-25,Huánuco,alto,2.67,6,3,1,1853.68
CL08145,60+,Áncash,medio,3.88,5,4,1,697.22
CL08146,18-25,Piura,medio,2.19,7,3,1,690.8
CL08147,26-35,Huánuco,alto,2.18,8,0,0,0.0
CL08148,36-45,Apurímac,bajo,2.93,5,4,0,0.0
CL08149,18-25,Apurímac,medio,1.24,3,2,1,1095.17
CL08150,46-60,Huancavelica,alto,2.26,7,0,1,1157.56
CL08151,36-45,Cajamarca,medio,2.45,5,4,1,392.22
CL08152,46-60,Moquegua,bajo,1.16,5,1,1,120.0
CL08153,46-60,Ica,medio,2.6,5,0,1,147.98
CL08154,46-60,Pasco,bajo,2.99,4,4,1,110.08
CL08155,18-25,Cajamarca,alto,3.34,9,4,1,835.59
CL08156,60+,Lima,bajo,1.0,6,2,1,866.41
CL08157,36-45,Loreto,medio,3.51,5,4,1,992.29
CL08158,26-35,Lima,medio,0.42,8,4,1,918.85
CL08159,60+,Lima,bajo,1.59,4,3,0,0.0
CL08160,18-25,Tacna,alto,4.54,6,2,1,1862.66
CL08161,46-60,Cusco,medio,2.65,2,0,0,0.0
CL08162,26-35,Lima,medio,1.45,4,2,0,0.0
CL08163,36-45,San Martín,bajo,1.14,4,2,1,636.21
CL08164,60+,Apurímac,medio,1.23,1,1,0,0.0
CL08165,60+,Áncash,alto,1.55,5,4,1,1282.64
CL08166,26-35,Cusco,medio,3.47,7,3,0,0.0
CL08167,18-25,Lima,medio,3.05,5,4,1,743.13
CL08168,36-45,Huancavelica,bajo,3.57,4,0,1,272.55
CL08169,26-35,Callao,alto,1.44,7,1,0,0.0
CL08170,46-60,Lima,medio,0.51,5,4,0,0.0
CL08171,36-45,Lima,medio,3.14,9,2,1,1267.13
CL08172,60+,Cusco,medio,2.44,4,4,1,1251.68
CL08173,26-35,Huánuco,medio,1.7,8,4,1,1259.77
CL08174,60+,Lima,alto,3.5,2,2,0,0.0
CL08175,60+,Tumbes,medio,3.8,1,0,1,230.21
CL08176,60+,Lima,alto,4.22,5,4,1,963.09
CL08177,18-25,Pasco,medio,1.47,2,3,0,0.0
CL08178,60+,Junín,medio,3.73,1,0,0,0.0
CL08179,46-60,Huancavelica,alto,2.89,7,2,0,0.0
CL08180,46-60,Lima,bajo,1.88,6,4,0,0.0
CL08181,36-45,Pasco,medio,3.71,2,3,0,0.0
CL08182,60+,Lima,medio,1.61,5,1,1,658.78
CL08183,60+,Puno,alto,1.87,6,2,1,999.36
CL08184,26-35,Ucayali,bajo,3.4,9,3,0,0.0
CL08185,18-25,Apurímac,bajo,1.88,2,0,0,0.0
CL08186,36-45,Áncash,bajo,2.91,3,3,0,0.0
CL08187,60+,Ayacucho,medio,2.0,8,3,1,203.94
CL08188,26-35,La Libertad,bajo,2.67,9,3,1,413.4
CL08189,18-25,Ayacucho,medio,2.75,8,1,0,0.0
CL08190,36-45,Puno,alto,1.54,4,1,1,958.51
CL08191,36-45,Amazonas,medio,2.71,2,0,0,0.0
CL08192,60+,Ica,bajo,1.97,7,3,1,726.83
CL08193,36-45,Cajamarca,alto,1.54,7,2,0,0.0
CL08194,26-35,Tacna,medio,1.39,10,4,1,570.68
CL08195,36-45,Lima,bajo,1.4,7,0,1,547.59
CL08196,46-60,Tacna,medio,1.89,6,0,0,0.0
CL08197,26-35,Ucayali,medio,3.07,3,3,1,1248.17
CL08198,18-25,Lima,medio,1.14,5,4,0,0.0
CL08199,18-25,Cusco,medio,2.58,5,3,0,0.0
CL08200,60+,Callao,bajo,2.87,6,4,0,0.0
CL08201,60+,Cusco,alto,3.5,4,3,1,1872.45
CL08202,46-60,Loreto,medio,1.95,5,2,0,0.0
CL08203,18-25,Áncash,medio,2.66,10,1,1,415.41
CL08204,18-25,Áncash,medio,1.34,8,0,0,0.0
